50
   9   18  31
   9   19  68
   9   21  45
   9   24  92
   9   25  55
   9   27  38
   9   28  49
   9   36  96
   9   41  59
   9   43  41
   9   45  20
   9   46  40
  10   11  41
  10   15  44
  10   16  56
  10   24  76
  10   25  94
  10   30   6
  10   33   7
  10   34  38
  10   37  88
  10   39   8
  10   47  18
  10   48  85
  11   12  78
  11   16  70
  11   19  71
  11   20  76
  11   23  99
  11   25  95
  11   26  46
  11   27  80
  11   32  91
  11   33  22
  11   35  47
  11   39  43
  11   41   8
  11   42  17
  11   44  16
  11   45  12
  11   48  95
  12   14  74
  12   15  31
  12   18  83
  12   19  51
  12   21  18
  12   23  66
  12   25  88
  12   27  77
  12   28  69
  12   33  75
  12   38  63
  12   40  98
  12   41  85
  12   47  39
  13   16  85
  13   18  77
  13   19  71
  13   21   5
  13   23  75
  13   29  20
  13   33  88
  13   35  33
  13   36  84
  13   39  64
  13   43  14
  13   44  40
  13   48  37
  14   15  82
  14   16  31
  14   17  95
  14   19  34
  14   20  48
  14   21  56
  14   25  98
  14   26  50
  14   27  97
  14   33  23
  14   34  63
  14   35  83
  14   37  63
  14   38  73
  14   40  25
  14   41  38
  14   47  40
  14   49  37
  15   17  76
  15   19  81
  15   21  95
  15   26  71
  15   27  10
  15   34  58
  15   36  50
  15   37  15
  15   40  13
  15   47  12
  15   48  80
  16   19  86
  16   20  43
  16   22  46
  16   23  45
  16   24  43
  16   28  67
  16   29  44
  16   32   6
  16   38  51
  16   40   4
  16   42  98
  16   44  43
  16   45  59
  16   47  53
  16   48  16
  17   20  88
  17   22  45
  17   23  40
  17   30  16
  17   32  13
  17   34  55
  17   35  27
  17   37  79
  17   40  97
  17   41  39
  17   44  80
  18   19  67
  18   22  65
  18   28  85
  18   29  49
  18   30  37
  18   31  28
  18   32  26
  18   33  68
  18   34  74
  18   36  69
  18   44  25
  18   45  20
  18   47  71
  19   20  69
  19   21  73
  19   24  33
  19   26  54
  19   33  55
  19   34  62
  19   36  38
  19   37  28
  19   39  98
  19   41  87
  19   46  16
  19   47  48
  19   48  11
  19   49  61
  20   21  85
  20   26 100
  20   27  20
  20   28  36
  20   31  96
  20   33  34
  20   39  11
  20   40  98
  20   41  61
  20   45  30
  21   22  64
  21   25  87
  21   26  58
  21   28  91
  21   30  35
  21   31   1
  21   36  93
  21   37  23
  21   39   5
  21   40   4
  21   43  61
  21   45  22
  21   48  14
  22   26  35
  22   29  75
  22   31  19
  22   33  60
  22   35  83
  22   36  77
  22   39  69
  22   41  34
  22   46  46
  22   47  74
  22   48   6
  22   49  64
  23   24  23
  23   26  20
  23   32  46
  23   35  55
  23   38  93
  23   39  39
  23   40  50
  23   41  24
  23   48  47
  24   26  82
  24   28  77
  24   30  63
  24   31  39
  24   34   9
  24   35  70
  24   39  18
  24   44  16
  24   45  34
  24   46  23
  24   48  90
  24   49  93
  25   26  37
  25   27  22
  25   28  76
  25   29  61
  25   32  35
  25   33   1
  25   49  58
  26   27  92
  26   30  92
  26   33  39
  26   34  62
  26   42  69
  26   45  74
  26   46  85
  26   47  65
  27   28  79
  27   30  48
  27   33  82
  27   34  85
  27   36  44
  27   37 100
  27   39  13
  27   41  89
  27   44  66
  27   46  30
  28   32  21
  28   33  93
  28   38  72
  28   41  57
  28   42  36
  28   43  24
  28   44  75
  28   47  93
  28   48  15
  29   30  35
  29   32   2
  29   38  37
  29   43  18
  29   44  57
  29   45  86
  29   46  53
  30   36  25
  30   38  60
  30   42  50
  30   44  46
  30   46  19
  30   47  13
  31   36  24
  31   39  52
  31   42  48
  31   46  36
  31   48  72
  32   34  49
  32   37 100
  32   40  23
  32   41  40
  32   45  26
  32   48   9
  33   36  80
  33   40  74
  33   41  17
  33   43  30
  33   47  56
  34   39  75
  34   41  36
  34   47   9
  34   48  25
  35   39  23
  35   40  68
  35   41  36
  35   42  45
  35   44  97
  35   49  13
  36   37  19
  36   40   1
  36   46  74
  36   48  97
  36   49  95
  37   39  17
  37   40  87
  37   45  60
  37   48  49
  37   49  69
  38   40  25
  38   41  51
  38   43  91
  38   44  74
  39   40  32
  39   42  27
  39   46  74
  39   48  94
  40   41  62
  40   42  15
  40   48  25
  41   43  43
  41   44  95
  41   45  22
  41   47  48
  42   43  37
  42   45  71
  42   49  28
  43   45  21
  43   46  34
  43   47  33
  44   46  55
  44   48  88
  44   49  52
  45   47  51
  45   48  89
  46   47   6
  46   48  54
  46   49  56
  48   49  95
